вынимать;1;1
принцип;41;30
аккумулятор;21;3
достаточно;52;18
долго;120;212
держать;85;39
вместе;144;129
чехол;12;18
отлично;180;83
страх;12;14
потерять;51;175
удовольствие;60;38
использование;13;17
полностью;50;52
оправдывать;6;4
затрата;2;2
удобно;51;26
реально;112;141
ни;276;564
ухо;47;62
выпадать;8;9
проводной;1;1
версия;40;37
добивать;4;2
далеко;42;92
отсутствие;31;28
необходимость;8;3
развязывать;1;1
узел;3;3
заряд;18;8
чехольчик;2;0
удобство;5;3
целое;41;49
высокий;60;48
чехол-зарядка;1;0
повышать;3;2
автономность;2;0
компактность;3;0
нужный;279;321
вещь;38;25
шагомер;1;0
лаконичный;2;0
забота;15;13
владелец;8;4
анализ;13;17
сон;299;320
вибрировать;3;0
рука;237;285
будильник;25;50
вибрация;5;0
звонок;47;38
телефон;237;403
крутой;233;134
браслет;4;8
умный;71;49
особенно;125;95
получение;5;8
уведомление;6;15
товар;15;11
достойный;29;15
соответствовать;10;4
весь;2626;2488
заявить;10;10
характеристика;4;2
день;1489;1908
зарядка;36;58
остаться;242;482
батарея;22;25
недорогой;15;1
лёгкий;78;42
вибросигнал;1;0
напоминание;3;0
входящий;3;1
настраиваться;3;5
мобильный;18;23
приложение;27;55
хватать;82;257
большой;776;935
неделя;350;626
верно;22;15
показывать;65;102
хорошовибрация;1;0
смс;37;34
лежать;94;120
кейс;3;1
сбалансированный;2;1
компактный;19;1
прорезиненный;2;0
рукоятка;1;0
скользить;2;2
комплект;13;3
идти;619;818
пластиковый;7;12
набор;20;17
биток;2;1
свёреть;1;0
кнопка;12;42
легко;56;30
дозироваться;1;0
усилие;4;9
мощность;6;1
переключатель;3;1
чётко;12;2
светодиод;2;1
светить;12;27
ярко;3;1
подсвечивать;1;0
зона;10;9
низкий;4;11
литий-ион;1;0
маленький;211;209
комплектация;2;0
достоинство;5;5
серия;116;283
g-shock;2;0
водонепроницаемость;3;0
часами;3;2
действительно;92;62
думать;655;750
сохранность;3;0
ситуация;51;46
дрова;10;8
рубить;6;9
бетон;2;3
мешать;25;34
скал;4;0
лазить;6;6
болгарка;3;0
метать;1;4
пилить;6;5
выдержать;14;37
жарить;17;6
матрасик;2;0
мех;2;2
лёгкое;37;12
манёвренный;1;0
колесико;2;1
выдвигаться;5;0
убираться;15;26
закрытый;28;35
материал;21;8
жить;291;367
сбой;6;3
невысокий;2;0
скорость;21;33
неплохой;23;14
корпус;19;6
другой;307;371
шустрый;4;0
модель;18;13
пошить;2;1
равномерный;1;0
матрас;4;0
расцветка;3;0
добрый;731;193
утро;867;557
обожать;172;52
место;260;280
вкусный;112;46
горячий;32;46
кофе;130;94
обходиться;2;1
человек;939;1235
город;194;165
бодрить;2;2
поднимать;43;19
настроение;459;593
свежий;25;11
любимый;527;445
круассанчик;1;0
забегать;8;1
сюда;61;52
обслуживание;16;5
радовать;101;70
ребята;187;151
позитив;48;7
очередной;64;87
прийти;187;273
заведение;15;6
результат;45;60
опять;200;810
порадовать;74;18
появиться;111;72
новое;225;200
зимний;75;39
меню;12;9
чаять;83;88
томлёный;1;0
голяшка;1;1
повар;9;3
официант;11;5
гастрономический;1;1
o;32;9
персонал;17;9
еда;192;232
шоколад;36;31
уютный;38;16
обстановка;14;6
вечер;414;238
побывать;29;14
семьейостаться;1;0
впечатление;41;22
приветливый;8;0
доброжелательныобслуживание;1;0
ура;122;23
совсем;228;513
оставаться;84;83
внимание;50;30
напиток;9;8
вынести;9;14
довольно;34;13
быстрокофе;1;0
заказывать;31;12
пицца;43;17
понравиласьотдельный;1;0
понравилосьпристь;1;0
разбольшой;1;0
приходить;135;137
галлерь;1;0
обязательно;96;55
заходить;98;111
местечко;4;1
дорого;15;20
дело;352;388
немногий;3;2
понимание;14;10
платить;23;46
вкусно;45;14
выбор;55;46
детский;50;49
молодец;130;40
какой-то;204;449
конфуз;1;0
происходить;48;119
быстро;152;147
разрешаться;1;0
всякий;109;87
приветливость;1;0
вообще;629;1133
молчать;32;48
дойти;22;39
выход;32;34
попрощаться;5;13
полениться;3;2
повернуться;12;5
сказать;642;693
свидание;11;10
порция;16;6
небольшой;46;14
мочь;1195;2249
расторопный;1;0
подача;3;6
посуда;14;12
выше;25;36
похвала;7;0
главный;224;150
сидеть;530;788
чисто;38;20
вызывать;27;42
эстетический;3;0
наслаждение;5;0
вино;42;15
сухой;10;16
обычно;116;88
вкус;36;34
можно;668;484
определить;6;4
уровень;50;37
брать;116;119
скидка;26;17
бокал;7;7
тем;164;177
более;117;111
бутылка;33;17
атмосферный;5;1
местогде;1;0
расслабиться;12;15
встретиться;72;57
друзьямиотдохнуть;1;0
шопинга;4;3
забежать;5;1
кофка;1;0
попить;21;29
восхитительный;5;1
кофить;1;0
подкрепиться;1;0
салатомпиццейпастойсэндвть;1;0
латта;5;2
зефирка;3;0
карамель;1;1
дружелюбный;5;3
ооочень;17;21
уютненький;4;1
прям;186;169
классно;98;28
спокойно;62;53
найти;402;478
посадка;5;7
полный;131;173
суббота;115;174
компания;76;46
провести;143;70
диванчик;3;3
кресло;11;16
закрытие;4;4
малооо;1;1
хотеть;1192;3136
заболтаться;1;1
становиться;68;98
интересно;245;121
«фирменую»;1;0
«карбонару»мммм;1;0
лимонады-;1;0
насыщенный;32;7
друг;568;388
коктейль;9;5
алкоголь;19;24
точно;230;195
атмосфера;44;18
располагать;2;3
общение;28;28
желать;159;48
процветание;2;2
гость;99;62
туда;105;138
популярный;24;20
нормальный;246;356
зал;45;50
пробовать;30;24
раф;2;1
частенько;8;5
¦;1;0
покушать;30;14
чашка;18;15
частый;21;8
блюдо;18;3
себя;837;1084
что-нибудь;61;62
доброжелательный;3;1
готовиться;47;110
отметить;36;12
прекрасный;242;74
барист;2;0
любимейший;1;1
кофей;1;1
отзывчивый;3;0
внимательный;15;7
обедать;7;3
дать;287;324
кофейня;7;4
посидеть;71;45
представляться;3;0
возможный;14;8
часто;89;98
сотрудник;8;19
делать;536;1111
торопиться;15;6
такой;1913;2291
уходить;66;128
некогда;13;40
поинтересоваться;5;1
добавить;68;26
сам;451;437
получаться;61;190
рекомендовать;37;6
недавно;77;61
посетить;26;6
данный;26;28
подруга;171;134
заказать;40;49
чизкейк;1;4
_;282;54
вернуться;98;108
расслабляться;6;2
душевный;21;12
советовать;48;16
обслужить;2;0
сырник;4;1
нежный;22;7
кафе;34;24
сеть;51;40
зайти;103;162
пообедать;4;1
сразу;207;189
оценить;25;26
интерьер;5;1
подойти;49;36
улыбчивый;2;1
принять;33;45
заказ;19;19
посоветовать;35;24
мороженое;16;12
карамель-грецкий;1;0
орех;10;1
принести;56;64
срочно;35;68
захотеться;42;57
круассан;2;3
подняться;24;25
ж;216;261
галерея;10;7
чувствовать;124;329
запах;24;37
свежеть;2;0
выпечка;1;1
секрет;39;6
10-00;1;1
партия;16;5
доставать;11;34
печка;5;3
передать;38;29
слово;279;265
«мокко»;1;0
собойный;1;1
люблюкрасивый;1;0
панорамный;2;0
окно;141;121
суперрадовать;1;0
тут;686;652
мммм;10;2
обед;43;56
классический;9;2
суп;22;21
салат;21;13
овощ;10;10
лосось;2;2
калифорния;3;6
сосед;83;44
единственный;82;102
яблоко;15;37
кляр;2;0
кислый;3;5
кома;163;154
теперь;792;1209
трапезничать;1;0
трц;7;1
решить;247;229
выпить;63;69
перекусить;5;6
конечно;340;250
отправиться;13;6
встретить;89;54
улыбка;74;29
капучиный;7;1
маргарита;9;3
3-4;7;6
минута;227;303
съесть;54;77
целый;71;151
круг;25;25
заметить;104;96
слопать;4;3
посещение;5;2
кухня;55;31
кесадилья;1;0
традиционный;7;6
рецепт;18;9
затем;9;16
несмотря;23;16
заполненый;1;1
поесть;64;56
пообщаться;25;16
надрывать;2;0
связка;4;7
из-за;120;426
громкий;16;5
прийтись;86;381
отдохнуть;46;54
ненавязчивый;1;0
интерьеротличный;1;0
сходить;181;182
центр;46;52
новосибирск;12;8
отдых;37;29
семья;75;45
поэтому;137;127
тц;9;9
заслать;16;9
фильм;400;258
удаться;53;46
мягкий;23;15
диван;27;36
полакомиться;1;0
трюфельный;1;0
торотом;1;0
брауни;1;1
почувсвовать;1;0
уют;6;1
дружелюбие;1;3
подарить;126;119
поздароваться;2;0
всемобслуживание;1;0
уровневкусный;1;0
атмосферагостеприимный;1;0
нога;147;252
ступать;4;3
зря;58;86
симпатичный;20;11
светло;13;2
радушный;3;1
персоналзахотеться;1;0
ужастик;12;9
манить;2;6
р;34;21
сделать;561;670
глотка;4;1
понять;379;421
слишком;101;208
кокосовый;3;2
вернуться-оказаться;1;0
ошибкалатт;1;0
кокос;6;4
менябез;2;0
проблема;108;231
обменять;2;5
менее;27;31
сладкий;22;15
спутать;8;0
полететь;15;20
мусорный;2;2
вёдро;6;15
огонь;56;40
печенек;10;15
-презент;1;0
кофе-;1;0
деньхотеть;1;1
поделиться;30;20
положительный;19;8
отзыв;13;9
заведениия;1;1
любить;1033;790
кофеа;2;0
собойва;1;0
частотак;1;0
тренироваться;11;8
тренажерный;2;0
соседний;20;11
здание;7;6
тренировка;45;117
собойвсегда;1;0
корица;4;5
одинаково;7;7
вкуснотакжебывать;1;0
приличнаявсегда;1;0
вкуснохотаться;1;0
фактчто;4;0
вежливый;6;2
персоналблагодарить;1;0
хотеться;305;692
оладушка;3;3
навязчивый;3;1
писать;500;720
написать;438;485
нередкий;1;1
завтрак;47;36
заехать;16;10
оставить;61;78
половина;193;234
кошелёк;7;13
никогда;260;370
ярый;8;2
поклонник;17;2
изменить;38;34
представление;7;11
сахарный;5;2
сироп;3;6
стать;337;540
начать;244;259
позитивный;26;14
приветствие;3;4
подниматься;11;22
сравнение;24;21
фаворит;1;0
сочетание;12;0
молоко;25;26
пить;171;145
тоький;2;0
уголок;3;3
вчера;390;411
ребёнок;192;193
ожидать;46;64
заняться;43;35
поиграть;65;59
потреять;1;0
энергия;16;7
удовольсвие;1;0
лопать;2;3
качечесвенный;1;0
выходной;302;322
шоппинг;12;1
маргаритачать;1;0
пельмень;13;17
уйти;110;252
соль;15;11
перец;3;4
крайне;14;20
расстроить;4;65
отогреть;2;2
быстренько;4;3
едупорадовать;1;0
постоянный;15;13
присутствие;5;6
рукововодствакака-то;1;0
уверенность;3;10
томчто;6;17
ли;296;262
говорить;518;535
общий;111;82
проходить;57;76
мимо;40;44
снова;147;307
пара;271;343
месяцами;1;4
ранее;6;13
сейчас;681;994
девушка;287;194
знать;882;1145
высота;18;6
стараться;47;50
столик;3;3
обслуживать;2;4
удивить;29;11
интересовать;17;7
оказываться;118;148
гренок;2;1
яйцо;30;18
пашот;1;0
ветчина;3;0
пальчик;7;13
облизать;3;0
современный;22;17
интересный;202;126
милый;163;83
синтезатор;2;4
начальный;3;9
ной;4;11
её;199;176
искренний;14;7
эмоция;67;38
прекрасно;114;27
стоить;177;161
почему;318;1117
секс;66;29
смотреть;893;599
наглядеться;2;0
никак;64;232
морально;7;24
one;62;28
direction;44;17
круто;314;118
кэти;2;3
перри;3;4
джастин;11;12
бибер;12;15
bts;1;0
превосходно;5;0
linkin;2;2
park;6;2
группа;157;118
спасать;23;26
жизнь;505;645
иметь;130;83
значение;12;6
природа;25;15
добиться;20;16
new;10;4
hope;2;1
club;7;1
шикарный;102;24
каверы3;1;0
заменять;5;1
мат;23;25
мило;96;19
ведьмак;2;1
xbox;4;1
x;24;10
фото;188;129
божественно;9;3
crystal;2;1
snow;16;1
потрясать;32;10
текст;37;48
голос;122;160
звучание;1;0
—;1150;945
содержание;6;2
напомнить;40;34
spring;5;0
day;11;3
спин-офф;1;0
продолжение;36;28
тэхёный;1;0
песня;198;138
создать;43;32
специально;61;32
волшебно;8;2
посмотреть;462;429
посвятить;29;15
целовать;32;30
поэма;6;1
насколько;20;33
невероятно;22;6
чудесно;9;1
безусловно;11;0
окультуриваться;1;0
тупо;28;75
приписывать;1;1
поход;28;18
выставка;18;6
великое;12;13
достижение;8;5
нужно;289;395
мандовоз;1;0
причислить;3;0
лик;5;2
интеллигенция;1;0
мир;197;236
цвета;70;29
солнце;43;35
цвет;32;14
ридлить;1;0
скотт;4;0
вудить;3;0
аллен;2;1
гармонировать;1;0
заниматься;78;78
мастер-класс;3;2
наталия;1;1
бодин;1;0
автор;12;20
методика;3;0
днк;3;0
гений;13;7
продолжаться;24;9
расставаться;7;14
тогда;308;209
закончиться;74;317
копаться;2;6
архив;3;2
видео;153;130
секунда;25;42
честно;51;111
фраза;69;42
«сейчас;1;0
одинаковый;15;16
такая»;1;0
воспринимать;9;23
оскорбление;5;1
видеть;420;417
гореть;26;36
гирлянда;11;14
снег;339;243
продолжать;59;30
рассказывать;67;52
отдыхать;75;41
мара;5;0
менора;1;0
испания;11;8
рад;85;18
обратный;12;14
связь;32;41
задавать;39;26
вопрос;238;175
помощь;77;65
информативный;3;0
полезный;47;5
поставить;152;197
значок;3;3
взаимный;16;7
отдача;1;3
улыбаться;78;25
счастливый;207;51
луи;16;19
радость;95;65
забавно;48;8
ощущение;51;127
довестись;5;1
перенести;6;31
свобода;20;16
привязанность;1;3
угодный;21;21
целостный;2;1
индивидуум;1;0
просыпаться;55;64
счастие;204;109
штаны;30;20
сила;98;146
переливаться;2;0
похвально;6;0
двигаться;10;4
инновация;1;1
практичный;3;0
тд;39;26
ударопрочный;1;0
удар;15;12
нож;7;6
влагостойкий;1;0
лично;36;22
нырять;1;0
метр;20;17
подходить;55;36
шорты;4;13
футболка;20;27
брюки;7;3
сорочка;1;0
внешность;15;15
отличнодажа;1;1
мысль;133;133
состоять;13;7
следствие;4;2
сопутствующий;1;0
сплошной;19;36
давно;253;219
искать;119;102
серьёзно;42;48
никакой;74;177
красных;3;4
жёлтый;21;11
стрелочка;1;1
подросток;6;2
массивный;1;0
ощущаться;5;4
тёмный;36;29
фон;39;32
отображение;1;1
цифровой;1;1
дисплей;7;4
выделяться;1;0
подобный;26;24
аппарат;18;5
где-то;53;58
проверить;30;41
подлинность;2;0
оказаться;75;141
оригинальный;20;13
xiaomi;4;0
redmi;3;0
note;4;0
ёмкость;9;3
заряжать;24;8
1-15;2;0
час;341;469
цифра;16;11
верить;126;132
ipod;7;7
nano;5;1
gear;2;1
s2;2;0
заряжаться;7;5
продукт;16;22
выручать;2;9
размер;47;44
носить;43;43
нету;43;213
задача;23;52
iphone;32;30
смартфон;17;4
дополнительный;9;12
таскать;5;15
мороз;78;113
xaom;1;0
ёмкий;3;0
быстрота;2;0
надолго;14;16
доставить;18;10
стоимость;5;7
объесть;7;1
устройство;12;10
шустро;3;0
--;31;21
разъём;3;1
крепко;11;7
провод;10;19
безумно;69;75
декабрь;160;95
паршиво;2;15
месяц;159;267
радостно;9;5
lwxxxi;1;0
грусть;20;72
rt;16;5
l_strong_t;1;0
wollyabr;1;0
европа;26;23
старый;92;77
архитектура;5;3
сохранить;12;12
меняться;28;34
москва;135;129
название;68;31
альбом;62;62
тэный;1;0
новость;110;147
ждать;474;502
переполненный;1;1
эшелон;9;2
сторона;91;90
душанбе;1;0
погостить;2;0
perfekci0nist_;1;0
класс;171;224
пересмотреть;37;32
смерть;35;55
джирайя;1;0
итач;1;1
наес;1;0
научиться;49;44
зачитаться;1;1
mira2564;1;0
vrsoloviev;5;11
всё-таки;109;96
звезда;55;18
сша;23;16
далёкий;111;146
народ;101;91
zubovnick;1;0
karalevishna1;1;0
leemonadishe;1;0
аааана;2;3
тохд;1;0
legioner99g;1;0
щедро;2;2
saaaalexa;1;0
здорово;78;20
вытаскивать;5;2
куда-то;26;43
погулять;111;83
авоська;1;0
кажется;200;315
avoskoy;1;0
расплачиваться;3;4
c;24;19
pay;1;1
лаконично;1;0
качественно;11;2
smartwatch;1;0
детей…;1;0
nstarikov;1;0
эх;77;238
ностальгия;12;18
молокосметан;1;0
жена;85;63
классно0;1;0
бизнес;14;15
человекс;1;0
весело;157;55
gingerbeard_gra;1;0
по-моему;41;39
недурно;6;0
динамик;5;3
фантазия;23;12
чуть-чуть;32;14
эротика;3;1
досмотреть;19;57
сериал;89;121
троцкий;2;1
coelumm;1;0
аидти;1;2
выйти;220;265
сильно;115;325
поржать;40;13
успех;57;11
недурственный;5;0
d;2936;19
викинг;2;0
wqeqp;1;0
мена;19;30
весьма;21;10
геошторм;1;0
онлайн;35;24
скачать;60;61
торрент;5;11
nilankei84;1;0
дурственный;1;0
птичка;7;6
лететь;53;39
домой;228;390
navalny;23;17
неплохо;46;22
gnojnyj;1;0
как-то;144;293
попытка;11;24
cutebutlazy22;1;0
пошутить;16;7
гарри;33;34
dadaisshite;1;0
imyournelly;1;0
хорошенько;10;4
потом;472;480
возвращаться;38;41
соскучиться;62;133
спока;5;2
выспаться;95;157
биасный;1;0
сладенький;8;7
проснуться;181;213
ulybochka_jhopa;1;0
сладкое;105;45
сновсолнышко;1;0
спать;601;807
набираться;4;3
заеститься;1;0
охуенно;18;13
виртуозно;1;0
обалденный;14;2
знатно;6;1
изумительно;1;0
подходящий;8;18
мастерски;2;1
veritas_z;1;1
славно;8;1
писаный;2;0
space_vinishko;1;0
ilyacarroll;1;0
слегка;20;13
кивнуть;1;0
весить;6;11
металлический;6;5
тонкий;22;5
умещаться;2;0
карман;14;15
магазин;136;132
официальный;92;25
сайт;95;110
оригинал;8;9
зарядить;8;8
параметр;4;5
внешне;3;2
обращение;12;10
дозарядка;1;0
чёрный;82;85
синева;1;1
энергоёмкий;1;0
вполне;48;14
стильно;4;0
матовый;4;3
излишество;1;0
минимализм;1;0
подключить;9;17
розетка;7;6
набирать;11;13
mah;2;0
смотреться;33;12
тугой;2;1
постоянно;67;127
выскакивать;1;0
бездонный;3;0
power;4;0
bank;1;0
посадить;19;18
поддержка;44;42
совершенно;31;61
греться;10;8
схемотехник;1;0
предыдущий;24;23
пункт;7;12
стабильный;4;3
вольтаж;1;0
просадка;1;0
средство;32;19
защита;22;24
соотношение;6;1
цена-качество;1;0
рынок;17;12
учитывать;15;8
лишний;37;47
зарадка;1;0
штука;63;66
дешёвый;20;42
mi5s;1;0
почти;196;257
разряжаться;2;1
1000р;2;0
алюминий;1;1
ток;47;83
выдеть;1;0
реальный;40;31
2а;2;0
замерять;2;0
отличие;13;10
китайский;21;18
банк;19;14
средний;13;9
повербэнк;1;0
кпд;2;0
обычный;53;48
агрегат;1;0
устраивать;20;14
покраска;3;3
дорогой;157;133
конкурент;16;2
-компактный;1;0
-хороший;2;0
-красивый;1;0
объём;6;8
честной;14;9
вес;22;22
сумка;35;39
малый;35;23
саморазряд;1;0
ряд;104;127
приобрести;13;7
зарядный;5;0
сегодня;1527;1900
ощупь;3;1
успеть;107;250
дважды;9;6
5s;4;6
прежний;18;35
оптимальный;5;2
длина;4;4
шнур;4;6
опция;4;2
убеждаться;10;9
потрясный;8;0
вещий;54;86
новый;696;707
повербанк;1;0
получиться;167;211
красить;12;8
девайс;8;7
разумный;5;3
купить;377;428
тёмно-серый;1;0
ценафункциональность;1;0
сногсшибательный;1;0
форм-фактор;1;0
закруглить;2;0
край;34;27
комфортно;5;3
clear;1;0
case;1;0
программный;1;1
камера;49;22
ночью;95;124
пора;230;300
видно;69;73
превосходный;11;0
экран;58;58
больший;37;33
лоунчер;1;0
ранний;172;283
безвкусный;3;1
отдельно;18;5
поменять;34;40
местами;11;13
нижний;21;11
кнопочка;10;2
привыкнуть;36;55
распложение;1;0
самсунг;13;4
шильдик;1;0
спереди;4;1
поставка;2;8
олвис;1;0
мелочь;25;19
задуматься;16;17
-а;30;5
сигнализировать;1;0
сеять;8;9
допереть;3;1
нафиг;29;67
-экран;1;1
сравнить;12;10
слогать;2;0
граница;16;9
описывать;7;3
испытывать;8;14
s8;1;0
создаваться;1;6
реальность;26;25
увидеть;230;297
глаз;174;255
-то;12;7
касаться;14;22
стекло;11;18
расположить;5;0
симметрично;1;0
расположение;4;5
забыть;256;450
bixby;1;1
поверхность;2;4
ложный;5;7
срабатывание;1;0
-камера;1;0
рассказать;109;77
история;135;249
попросить;70;56
пофотографировать;2;1
парк;22;11
осень;24;45
согласиться;42;20
фотка;251;191
знакомый;103;66
слышать;120;81
фотик;6;13
последующий;2;1
восклицание;1;0
шутить;34;41
фотография;94;59
превосходить;2;0
ожидание;18;40
фокусировка;2;0
авторежим;1;0
hdr;1;0
режим;29;41
макросъемка;1;0
размытие;1;0
положить;35;56
-влагозащита;1;0
дождь;40;115
читать;364;295
статейка;1;0
стряхивать;2;0
капля;19;23
прохожий;6;3
оглядываться;2;1
реагировать;14;9
палец;55;75
испльзование;1;0
-производительность;1;0
вытягивать;5;1
игра;213;159
рендерита;1;0
запускать;12;9
-память;1;0
гб;3;12
минимальный;4;4
облако;10;13
клауд;2;1
выгружаться;1;0
google;22;43
-юзабилить;1;0
стоковый;2;0
андроид;11;22
знаете;61;35
немой;56;78
идеально;21;14
гугл;34;47
толк;10;14
experience;2;0
заставить;53;77
предпочтение;4;0
s;10;22
captivate;1;0
россия;172;173
продаваться;12;16
планшет;21;39
накатывать;1;2
cyanogenmod;1;0
иконка;6;3
современно;1;1
аккуратно;7;3
идеал;10;8
нативный;2;1
единый;6;7
прозрачный;3;1
распознавание;1;1
лицо;127;108
отпечаток;4;2
тыльный;1;0
беспроводный;7;3
производительность;4;6
сочный;8;1
сканер;5;0
радужка;3;0
разблокировка;1;0
оставлять;24;33
царапина;7;5
жирный;29;56
вод;20;27
остальной;86;81
железо;4;5
стабильно;5;2
переносить;10;16
старое;70;62
получать;55;50
автономный;2;1
настройка;15;16
будущее;41;36
широкоформатный;1;0
кинематографический;2;0
разрешение;6;9
безрамочность;1;0
гладкий;4;2
длинный;36;36
необычный;18;8
футуристичный;1;0
возможность;45;49
скрывать;12;11
панель;10;5
производительный;1;0
4g;1;4
антенна;2;0
читаемый;19;7
процессор;3;11
память;42;83
разъесть;2;0
сунуть;3;3
стороной;4;8
стандарт;4;3
lte;7;1
подключение;3;8
безграничный;5;0
громкость;8;3
игровой;6;2
фишка;13;5
включить;64;60
скосить;1;0
грань;5;3
экранвеликолепный;1;0
эргономика;1;0
лопата;10;4
передовой;1;0
взгляд;41;31
скроллить;1;1
краска;18;20
яркий;22;18
конец;184;262
разобраться;31;36
полчаса;23;25
играть;280;220
нещадно;1;1
сесть;29;55
летать;24;18
тормозить;14;50
однажды;26;11
попасть;92;141
мяч;7;17
упасть;62;117
деревянный;9;4
имя;240;173
чёткий;11;13
офигенский;17;1
тактильно;1;0
снимка;5;2
оболчок;1;0
дробный;2;2
описание;13;12
смарт;3;2
картинка;86;96
держание;1;0
сканирование;1;1
сетчатка;1;1
навигация;1;1
обзор;7;7
плёнка;5;11
присутствовать;9;5
диагональ;1;2
s7;2;0
edge;1;0
быстродействие;1;0
удивление;14;6
bluetooth;2;0
открывать;44;44
оболочка;4;0
дрянный;1;2
тачвиза;1;0
шаг;15;15
вперёд;32;17
интерфейс;6;17
ключевой;5;2
рамка;7;9
ступенька;3;2
аппаратный;3;2
dsd;1;0
встроить;6;2
microsd;1;0
карта;40;50
фантастический;6;2
скользкий;3;4
балл;15;35
возможно;84;55
случайный;17;8
нажатие;1;11
боков;1;0
флагман;1;2
минимум;28;25
получить;162;173
простота;3;0
ненавязчивость;1;0
походить;6;10
прошлое;77;76
монстр;10;7
менять;51;65
стандартный;8;4
переходник;1;3
пригодиться;15;11
использоваться;2;5
нечего;99;142
aptx;1;0
значит;197;159
урезание;1;0
битрейт;1;0
водостойкость;1;0
никуда;41;87
деться;8;19
экосистема;1;0
офигенный;190;41
клип;57;26
шедевр;22;5
сегодняшний;93;62
новостной;5;2
лента;201;179
спокойный;159;43
солнышки️;1;0
надеяться;275;258
я;5508;9212
тепло;52;57
весёлый;127;64
радостный;13;6
летний;17;29
постичь;2;1
удача;121;46
сдать;67;179
экзамен;67;235
оценка;32;121
остаток;9;5
обещать;72;89
книга;122;121
напряжение;2;2
она;647;794
новинка;10;2
низка;2;1
тщательный;2;1
уборка;35;32
тихий;22;17
убирать;39;20
освобождаться;1;0
бюджетный;7;2
это;839;1043
ничуть;4;1
худой;62;168
убрать;34;55
ездить;76;79
собирать;40;36
прилично;8;2
участие;21;7
чистить;24;26
логичность;1;0
продуманность;1;0
конструкция;2;2
измениться;32;42
отношение;72;62
высвободиться;1;0
база;15;21
находить;31;34
чиститься;3;0
надёжный;10;2
помощник;4;4
ковёр;9;6
угол;27;22
заворачивать;4;0
заматывать;1;0
пылесосить;4;0
самостоятельно;8;1
этот;448;619
производить;7;5
полый;17;24
ковровый;1;2
ламинат;2;1
способный;21;11
дом;518;769
выполнять;5;3
экономить;13;6
беречь;23;17
труд;25;33
мой;1085;1211
домашний;58;31
управление;5;9
наш;450;409
двухкомнатный;1;1
сложность;6;2
путаться;4;4
бак;6;3
мусор;12;14
он;1395;1808
подарок;178;192
робот;15;11
возникнуть;5;4
один;1159;1417
нажимать;3;11
клин;1;0
свой;940;887
шум;13;9
самостоятельный;5;6
хозяйство;3;5
тихо;23;23
вычищать;1;0
напольный;1;0
покрытие;5;2
ценовый;2;1
хранение;7;0
чистка;5;3
конечный;5;3
собранный;6;3
достаточный;1;0
пылесборник;2;0
тщательность;1;0
выбирать;42;36
пылесос;6;6
казалось;12;15
противоположный;2;3
факт;54;38
они;297;341
некоторый;93;114
позволять;11;20
проехать;11;22
везде;36;89
пролезть;6;0
мыть;64;67
случай;109;71
открытый;46;32
планировка;2;0
площадь;32;17
переезжать;8;3
межкомнатный;1;0
порожек;1;0
застревать;1;0
недолго;8;7
трёшка;2;2
запросто;3;3
квадрат;3;3
мы;1124;1082
двушка;7;0
претензия;9;5
