заявить;143;248
характеристика;40;16
день;2243;3275
зарядка;42;64
остаться;417;754
батарея;51;37
недорогой;20;2
лёгкий;114;70
вибросигнал;2;1
напоминание;10;1
входящий;7;10
настраиваться;4;7
мобильный;56;88
приложение;38;58
хватать;118;306
большой;1406;1560
неделя;453;718
верно;352;571
показывать;117;139
хорошовибрация;2;1
смс;51;58
лежать;257;615
кейс;5;7
сбалансированный;4;2
компактный;27;5
прорезиненный;3;1
рукоятка;3;3
скользить;5;5
комплект;45;32
идти;905;1156
пластиковый;16;19
набор;42;27
биток;4;5
свёреть;2;1
кнопка;20;47
легко;109;103
дозироваться;2;1
усилие;68;51
мощность;51;31
переключатель;4;2
чётко;39;13
светодиод;5;2
светить;52;58
ярко;10;18
подсвечивать;2;3
зона;104;222
низкий;45;65
маленький;426;381
комплектация;3;1
достоинство;48;22
серия;149;317
водонепроницаемость;4;1
часами;8;7
действительно;198;228
думать;1123;1454
сохранность;4;2
ситуация;216;280
дрова;15;15
рубить;50;118
бетон;15;34
мешать;89;184
скал;51;191
лазить;22;37
болгарка;4;1
метать;25;37
пилить;37;49
выдержать;30;47
жарить;32;17
матрасик;3;1
мех;206;414
лёгкое;60;26
манёвренный;3;2
колесико;3;2
выдвигаться;7;1
убираться;17;29
закрытый;51;50
материал;153;423
жить;1879;5079
сбой;10;9
невысокий;10;7
скорость;65;50
неплохой;31;25
корпус;69;40
другой;953;841
шустрый;6;4
модель;106;151
пошить;5;10
равномерный;4;6
матрас;14;1
расцветка;4;2
добрый;819;257
утро;1172;903
обожать;188;54
место;679;673
вкусный;128;58
горячий;40;53
кофе;175;138
обходиться;10;5
человек;1739;2018
город;917;1288
бодрить;10;14
поднимать;85;79
настроение;503;645
свежий;41;20
любимый;565;473
круассанчик;2;1
забегать;11;3
сюда;126;196
обслуживание;34;12
радовать;347;236
ребята;225;168
позитив;122;86
очередной;125;164
прийти;408;1011
заведение;30;22
результат;364;468
опять;248;873
порадовать;99;39
появиться;228;163
новое;423;340
зимний;89;51
меню;17;13
чаять;123;153
томлёный;2;1
голяшка;2;2
повар;16;8
официант;19;9
гастрономический;2;2
персонал;41;76
еда;1236;3245
шоколад;117;98
уютный;44;28
обстановка;48;63
вечер;717;566
побывать;42;21
семьейостаться;2;1
впечатление;72;41
приветливый;10;3
доброжелательныобслуживание;2;1
ура;1131;2799
совсем;290;575
оставаться;226;222
внимание;162;121
напиток;33;15
вынести;21;25
довольно;81;70
быстрокофе;2;1
заказывать;35;15
пицца;50;18
понравиласьотдельный;2;1
понравилосьпристь;2;1
разбольшой;2;1
приходить;276;437
галлерь;2;1
обязательно;129;78
заходить;115;125
местечко;14;16
дорого;248;357
дело;712;759
немногий;15;9
понимание;142;93
платить;100;248
вкусно;64;24
выбор;122;186
детский;91;113
молодец;157;54
конфуз;2;5
происходить;170;234
быстро;236;206
разрешаться;4;1
всякий;201;129
приветливость;2;1
вообще;792;1297
молчать;51;70
дойти;157;163
выход;582;991
попрощаться;9;15
полениться;6;3
повернуться;18;6
сказать;1233;1397
свидание;16;17
порция;22;14
небольшой;95;49
мочь;2362;3822
расторопный;3;1
подача;20;17
посуда;21;14
выше;207;401
похвала;10;1
главный;485;316
сидеть;693;975
чисто;131;109
вызывать;74;100
эстетический;13;2
наслаждение;24;27
вино;179;410
сухой;34;38
обычно;170;132
вкус;337;218
можно;1491;1877
определить;64;97
уровень;223;145
брать;837;1405
скидка;32;23
бокал;9;10
тем;1360;2930
более;686;929
бутылка;54;30
атмосферный;6;3
местогде;2;1
расслабиться;24;16
встретиться;101;70
друзьямиотдохнуть;2;1
шопинга;5;4
забежать;7;3
кофка;2;1
попить;23;33
восхитительный;13;4
кофить;2;1
подкрепиться;2;1
салатомпиццейпастойсэндвть;2;1
латта;6;14
зефирка;4;1
карамель;12;4
дружелюбный;6;9
ооочень;39;43
уютненький;5;2
прям;371;690
классно;106;34
спокойно;97;76
найти;580;618
посадка;6;8
полный;359;363
суббота;143;198
компания;204;179
провести;275;214
диванчик;4;4
кресло;15;21
закрытие;9;7
малооо;3;4
хотеть;1805;4282
заболтаться;2;2
становиться;249;271
интересно;302;178
фирменовать;2;1
карбонарумммм;2;1
насыщенный;38;9
друг;1947;3677
коктейль;14;8
алкоголь;40;93
точно;491;770
атмосфера;60;30
располагать;37;69
общение;216;718
желать;310;139
процветание;9;7
гость;119;101
туда;184;312
популярный;63;42
нормальный;313;423
зал;440;954
пробовать;168;196
раф;494;1100
частенько;9;7
покушать;37;17
чашка;25;29
частый;29;13
блюдо;27;36
себя;1453;1477
доброжелательный;7;5
готовиться;104;193
отметить;174;199
прекрасный;311;90
барист;3;1
любимейший;2;3
кофей;19;14
отзывчивый;5;1
внимательный;31;17
обедать;17;17
дать;3505;6863
кофейня;11;7
посидеть;76;50
представляться;32;11
возможный;147;212
часто;251;459
сотрудник;77;101
делать;1613;2989
торопиться;22;12
такой;2693;2790
уходить;106;144
некогда;23;49
поинтересоваться;9;2
добавить;135;105
сам;2804;4816
получаться;89;222
рекомендовать;66;66
недавно;132;112
посетить;52;14
данный;201;228
подруга;198;148
заказать;50;55
чизкейк;3;6
вернуться;214;272
расслабляться;7;3
душевный;37;21
советовать;111;77
обслужить;3;1
сырник;7;3
нежный;94;192
кафе;73;75
сеть;217;320
зайти;114;178
пообедать;10;2
сразу;306;270
оценить;62;66
интерьер;12;2
подойти;88;55
улыбчивый;3;4
принять;301;375
заказ;124;164
посоветовать;52;41
мороженое;23;15
орех;17;15
принести;98;85
срочно;48;100
захотеться;50;59
круассан;4;4
подняться;43;35
ж;15348;26471
галерея;15;12
чувствовать;260;550
запах;52;82
свежеть;4;3
выпечка;2;2
секрет;122;352
партия;102;94
доставать;34;100
печка;6;6
передать;79;59
слово;580;566
мокко;2;1
собойный;2;2
люблюкрасивый;2;1
панорамный;3;1
окно;191;181
суперрадовать;2;1
тут;926;1212
мммм;29;8
обед;438;646
классический;49;16
суп;261;229
салат;33;22
овощ;33;82
лосось;3;3
калифорния;9;7
сосед;188;335
единственный;176;151
яблоко;25;46
кляр;4;2
кислый;9;13
кома;733;1514
теперь;1014;1389
трапезничать;2;1
трц;8;2
решить;463;609
выпить;71;78
перекусить;6;7
конечно;521;411
отправиться;34;25
встретить;230;191
улыбка;90;38
капучиный;8;2
маргарита;11;7
минута;279;329
съесть;72;92
целый;121;177
круг;139;276
заметить;127;123
слопать;5;4
посещение;22;33
кухня;64;33
кесадилья;2;1
традиционный;63;77
рецепт;24;17
затем;175;79
несмотря;88;78
заполненый;2;2
поесть;66;59
пообщаться;30;21
надрывать;3;2
связка;9;9
громкий;41;63
прийтись;150;447
отдохнуть;56;61
ненавязчивый;4;1
интерьеротличный;2;1
сходить;453;1129
центр;446;841
новосибирск;31;27
отдых;145;121
семья;169;148
поэтому;389;277
тц;54;90
заслать;25;14
фильм;474;323
удаться;179;120
мягкий;44;33
диван;37;47
полакомиться;2;2
трюфельный;2;1
торотом;2;1
брауни;2;3
почувсвовать;2;1
уют;70;57
дружелюбие;2;4
подарить;141;125
поздароваться;3;1
всемобслуживание;2;1
уровневкусный;2;1
атмосферагостеприимный;2;1
нога;199;294
ступать;286;1008
зря;106;187
симпатичный;30;16
светло;25;14
радушный;4;2
персоналзахотеться;2;1
ужастик;14;13
манить;21;36
р;39137;52757
сделать;818;865
глотка;13;8
понять;502;498
слишком;154;244
кокосовый;4;4
ошибкалатт;2;1
кокос;10;8
менябез;3;1
проблема;303;433
обменять;10;8
менее;155;118
сладкий;40;23
спутать;10;6
полететь;18;21
мусорный;3;5
вёдро;8;17
огонь;201;180
печенька;8;13
деньхотеть;2;3
поделиться;48;34
положительный;50;27
отзыв;27;32
заведениия;2;2
любить;1243;959
кофеа;3;1
собойва;2;1
частотак;2;1
тренироваться;23;12
тренажерный;3;1
соседний;65;54
здание;281;860
тренировка;60;120
собойвсегда;2;1
корица;8;8
одинаково;19;14
вкуснотакжебывать;2;1
приличнаявсегда;2;1
вкуснохотаться;2;1
фактчто;5;1
вежливый;9;10
персоналблагодарить;2;1
хотеться;389;788
оладушка;4;4
навязчивый;17;60
писать;1437;2278
написать;537;547
нередкий;2;3
завтрак;70;52
заехать;17;11
оставить;520;1177
половина;326;325
кошелёк;15;16
никогда;381;465
ярый;29;49
поклонник;25;5
изменить;133;212
представление;84;26
сахарный;15;3
сироп;6;7
стать;1819;3764
начать;1057;1415
позитивный;52;25
приветствие;6;5
подниматься;33;25
сравнение;66;61
фаворит;2;3
сочетание;39;38
молоко;47;41
пить;1376;2805
тоький;3;1
уголок;16;11
вчера;501;635
ребёнок;325;388
ожидать;107;172
заняться;55;54
поиграть;71;68
потреять;2;1
энергия;127;165
удовольсвие;2;1
лопать;18;20
качечесвенный;2;1
выходной;320;343
шоппинг;13;2
маргаритачать;2;1
пельмень;16;18
уйти;153;303
соль;57;82
перец;8;12
крайне;51;70
расстроить;16;131
отогреть;3;4
быстренько;6;5
едупорадовать;2;1
постоянный;70;55
присутствие;73;56
уверенность;48;28
томчто;11;21
ли;9257;18300
говорить;1050;1488
общий;408;339
проходить;153;136
мимо;66;67
снова;534;1221
пара;649;1239
месяцами;3;5
ранее;138;215
сейчас;919;1202
девушка;335;261
знать;1540;2499
высота;80;96
стараться;130;137
столик;7;5
обслуживать;6;14
удивить;63;57
интересовать;88;125
оказываться;164;185
гренок;5;4
яйцо;47;52
пашот;2;1
ветчина;6;2
пальчик;9;14
облизать;4;1
современный;223;106
интересный;302;195
милый;185;97
синтезатор;3;5
начальный;120;93
ной;1776;4237
искренний;39;16
эмоция;89;47
прекрасно;153;61
стоить;321;271
почему;407;1264
секс;141;370
смотреть;1662;1624
наглядеться;3;1
никак;294;1063
морально;12;37
круто;617;303
кэти;3;4
перри;4;5
джастин;13;15
бибер;14;17
превосходно;12;1
группа;432;742
спасать;40;53
жизнь;927;991
иметь;613;622
значение;229;192
природа;204;55
добиться;77;81
шикарный;113;27
заменять;15;16
мат;3330;7203
мило;186;214
ведьмак;3;2
фото;555;621
божественно;10;4
потрясать;45;15
текст;226;259
голос;266;370
звучание;5;2
содержание;53;25
напомнить;73;73
продолжение;74;52
тэхёный;2;1
песня;218;144
создать;233;163
специально;102;81
волшебно;14;5
посмотреть;510;477
посвятить;72;35
целовать;80;130
поэма;10;2
насколько;67;69
невероятно;39;11
чудесно;18;2
безусловно;48;10
окультуриваться;2;1
тупо;140;500
приписывать;3;10
поход;81;78
выставка;22;9
великое;260;58
достижение;130;41
нужно;436;472
мандовоз;2;1
причислить;7;3
лик;1350;3701
интеллигенция;19;18
мир;1558;3719
цвет;84;141
солнце;116;91
цвета;289;314
ридлить;2;1
скотт;9;3
вудить;5;1
аллен;4;5
гармонировать;2;1
заниматься;157;153
наталия;3;3
бодин;2;1
автор;155;250
методика;9;1
днк;5;3
гений;57;130
продолжаться;106;154
расставаться;24;17
тогда;571;371
закончиться;91;341
копаться;21;52
архив;30;24
видео;221;290
секунда;35;53
честно;106;281
фраза;100;57
одинаковый;23;23
воспринимать;60;94
оскорбление;7;14
видеть;1001;1683
гореть;68;126
гирлянда;19;16
снег;455;325
продолжать;284;818
рассказывать;104;92
отдыхать;87;47
мара;83;166
менора;2;1
испания;32;22
рад;1827;3499
обратный;18;28
связь;184;231
задавать;58;51
вопрос;502;426
помощь;251;220
информативный;5;3
полезный;115;84
поставить;242;265
значок;4;6
взаимный;63;35
отдача;9;12
улыбаться;84;29
счастливый;238;61
луи;31;110
радость;164;119
забавно;53;15
ощущение;90;186
довестись;9;6
перенести;15;43
свобода;143;126
привязанность;37;5
угодный;43;55
целостный;10;3
индивидуум;10;6
просыпаться;60;71
счастие;280;152
штаны;35;28
сила;631;586
переливаться;3;1
похвально;7;1
двигаться;86;176
инновация;9;12
практичный;5;4
тд;747;1531
ударопрочный;2;1
удар;649;2248
нож;268;852
влагостойкий;2;1
лично;431;491
нырять;3;1
метр;421;1120
подходить;75;54
шорты;7;15
футболка;23;29
брюки;8;6
сорочка;2;1
внешность;34;46
отличнодажа;2;2
мысль;255;200
состоять;149;166
следствие;85;473
сопутствующий;8;4
сплошной;26;42
давно;460;653
искать;195;174
серьёзно;73;82
никакой;187;269
красных;6;8
жёлтый;37;48
стрелочка;2;2
подросток;21;51
массивный;4;1
ощущаться;15;7
тёмный;65;76
фон;623;1173
отображение;5;2
цифровой;3;4
дисплей;8;5
выделяться;12;10
подобный;238;146
аппарат;75;105
проверить;48;68
подлинность;3;1
оказаться;279;380
оригинальный;27;28
ёмкость;20;6
заряжать;39;20
час;3221;7135
цифра;43;39
верить;374;661
заряжаться;9;7
продукт;115;106
выручать;4;11
размер;97;79
носить;454;1007
нету;60;244
задача;165;134
смартфон;19;5
дополнительный;53;44
таскать;10;22
мороз;124;325
ёмкий;26;111
быстрота;9;1
надолго;24;33
доставить;67;139
стоимость;47;65
объесть;34;19
устройство;91;94
шустро;5;1
разъём;5;2
крепко;14;12
провод;256;674
безумно;76;89
декабрь;212;150
паршиво;4;16
месяц;317;423
радостно;16;16
грусть;24;101
европа;135;115
старый;167;121
архитектура;15;5
сохранить;101;86
меняться;112;228
москва;282;233
название;140;89
альбом;75;67
тэный;2;1
новость;162;231
ждать;1240;2380
переполненный;3;2
эшелон;19;24
сторона;379;366
душанбе;2;1
погостить;3;1
класс;739;694
пересмотреть;42;43
смерть;198;180
джирайя;2;1
итач;3;2
наес;17;27
научиться;57;47
зачитаться;2;2
звезда;99;53
сша;208;228
далёкий;164;204
народ;531;1387
аааана;4;8
тохд;2;1
щедро;17;3
здорово;88;27
вытаскивать;7;7
погулять;118;86
авоська;2;1
кажется;279;383
расплачиваться;6;7
лаконично;6;1
качественно;21;7
эх;199;500
ностальгия;18;26
молокосметан;2;1
жена;127;155
бизнес;65;126
человекс;2;4
весело;199;70
недурно;7;1
динамик;32;26
фантазия;29;17
эротика;5;2
досмотреть;21;58
сериал;112;135
троцкий;9;5
аидти;7;4
выйти;322;332
сильно;170;398
поржать;43;17
успех;151;73
недурственный;6;1
викинг;3;1
мена;207;601
весьма;89;91
геошторм;2;1
онлайн;54;47
скачать;79;68
торрент;8;16
дурственный;6;1
птичка;8;7
лететь;165;262
домой;272;472
неплохо;96;76
попытка;144;221
пошутить;18;9
гарри;41;44
хорошенько;15;5
потом;778;855
возвращаться;81;94
соскучиться;66;139
спока;32;42
выспаться;98;167
биасный;2;1
сладенький;9;8
проснуться;197;228
сладкое;112;48
сновсолнышко;2;1
спать;875;1261
набираться;6;6
заеститься;36;17
охуенно;23;19
виртуозно;4;4
обалденный;19;4
знатно;7;2
изумительно;3;1
подходящий;32;49
мастерски;12;72
славно;9;2
писаный;9;5
слегка;28;17
кивнуть;2;3
весить;68;125
металлический;23;41
тонкий;72;12
умещаться;4;2
карман;29;33
магазин;188;195
официальный;147;114
сайт;162;178
оригинал;173;141
зарядить;14;10
параметр;37;12
внешне;30;76
обращение;55;46
дозарядка;2;1
чёрный;135;168
синева;2;2
энергоёмкий;3;2
вполне;131;72
стильно;5;3
матовый;6;6
излишество;9;4
минимализм;2;1
подключить;19;34
розетка;9;7
набирать;29;45
смотреться;49;30
тугой;5;5
постоянно;152;176
выскакивать;3;4
бездонный;4;1
посадить;23;28
поддержка;133;152
совершенно;155;200
греться;15;32
схемотехник;2;1
предыдущий;48;37
пункт;203;207
стабильный;27;41
вольтаж;2;1
просадка;2;2
средство;222;143
защита;124;160
соотношение;16;9
рынок;101;107
учитывать;67;50
лишний;56;104
зарадка;2;1
штука;80;74
дешёвый;50;59
почти;336;378
разряжаться;3;2
алюминий;2;2
ток;906;2664
выдеть;2;1
реальный;133;140
замерять;3;1
отличие;52;49
китайский;70;72
банк;158;515
средний;106;80
повербэнк;2;1
кпд;11;1
обычный;186;117
агрегат;7;2
устраивать;42;39
покраска;4;4
дорогой;212;163
конкурент;35;112
объём;53;45
честной;27;30
вес;5417;9874
сумка;46;44
малый;65;57
саморазряд;2;1
ряд;824;2221
приобрести;55;31
зарядный;18;17
сегодня;1880;2345
ощупь;4;2
успеть;145;282
дважды;21;14
прежний;43;63
оптимальный;16;4
длина;31;31
шнур;7;13
опция;5;6
убеждаться;11;10
потрясный;9;3
вещий;123;134
новый;1199;1402
повербанк;2;1
получиться;198;239
красить;128;159
девайс;9;9
разумный;19;28
купить;465;521
ценафункциональность;2;1
сногсшибательный;5;1
закруглить;3;1
край;224;613
комфортно;13;7
программный;8;6
камера;78;51
ночью;123;145
пора;689;1194
видно;129;177
превосходный;33;5
экран;72;91
больший;169;212
лоунчер;2;1
ранний;240;316
безвкусный;4;2
отдельно;35;22
поменять;55;79
местами;22;21
нижний;71;22
кнопочка;11;3
привыкнуть;53;61
распложение;2;1
самсунг;14;5
шильдик;2;1
спереди;5;2
поставка;29;54
олвис;2;1
мелочь;35;24
задуматься;26;24
сигнализировать;2;1
сеять;202;301
допереть;4;2
нафиг;32;77
сравнить;35;22
слогать;3;1
граница;134;164
описывать;29;30
испытывать;45;45
создаваться;38;25
реальность;118;74
увидеть;349;392
глаз;323;442
касаться;104;85
стекло;28;69
расположить;87;110
симметрично;2;1
расположение;21;23
забыть;302;511
поверхность;14;36
ложный;193;417
срабатывание;3;1
рассказать;170;117
история;398;397
попросить;97;96
пофотографировать;3;2
парк;121;166
осень;34;63
согласиться;80;46
фотка;365;269
знакомый;156;181
слышать;278;324
фотик;7;14
последующий;50;30
восклицание;3;1
шутить;56;60
фотография;136;81
превосходить;18;7
ожидание;32;81
фокусировка;3;1
авторежим;2;1
режим;93;210
макросъемка;2;1
размытие;2;1
положить;162;614
дождь;71;179
читать;1199;1949
статейка;2;1
стряхивать;3;1
капля;27;31
прохожий;11;7
оглядываться;3;3
реагировать;26;69
палец;75;92
испльзование;2;1
вытягивать;6;3
игра;811;1139
рендерита;2;1
запускать;22;28
гб;45;124
минимальный;27;19
облако;40;55
клауд;3;6
выгружаться;2;1
стоковый;3;1
андроид;14;26
знаете;86;48
немой;148;126
идеально;26;16
гугл;54;90
толк;226;1328
заставить;88;107
предпочтение;7;8
россия;604;652
продаваться;24;27
планшет;25;55
накатывать;2;5
иконка;7;4
современно;17;35
аккуратно;19;12
идеал;170;137
нативный;16;91
единый;123;57
прозрачный;14;12
распознавание;5;2
лицо;279;283
отпечаток;9;5
тыльный;2;1
беспроводный;9;4
производительность;10;10
сочный;18;21
сканер;7;1
радужка;4;1
разблокировка;2;1
оставлять;191;634
царапина;16;40
жирный;37;63
вод;1812;4692
остальной;151;157
железо;13;14
стабильно;79;162
переносить;19;35
старое;113;104
получать;252;493
автономный;31;16
настройка;19;21
будущее;124;81
широкоформатный;2;1
кинематографический;3;1
разрешение;33;29
безрамочность;2;1
гладкий;5;4
длинный;120;143
необычный;49;16
футуристичный;2;1
возможность;270;210
скрывать;47;113
панель;17;10
производительный;8;35
антенна;5;4
читаемый;24;13
процессор;5;16
память;127;110
разъесть;5;3
сунуть;26;40
стороной;13;14
стандарт;52;61
подключение;7;11
безграничный;25;3
громкость;10;4
игровой;7;4
фишка;19;7
включить;120;90
скосить;2;1
грань;19;16
экранвеликолепный;2;1
эргономика;2;1
лопата;13;5
передовой;26;9
взгляд;141;128
скроллить;2;2
краска;31;38
яркий;57;77
конец;590;629
разобраться;49;47
полчаса;26;27
играть;527;529
нещадно;3;3
сесть;164;236
летать;112;134
тормозить;22;83
однажды;57;21
попасть;190;258
мяч;27;56
упасть;82;171
деревянный;21;31
имя;711;551
чёткий;35;35
офигенский;18;2
тактильно;2;1
снимка;19;6
оболчок;2;1
дробный;38;53
описание;41;31
смарт;22;11
картинка;98;98
держание;98;432
сканирование;2;2
сетчатка;2;2
навигация;2;2
обзор;24;21
плёнка;8;12
присутствовать;47;26
диагональ;4;5
быстродействие;2;1
удивление;23;11
открывать;107;148
оболочка;11;8
дрянный;3;5
тачвиза;2;1
шаг;77;103
вперёд;98;42
интерфейс;9;18
ключевой;69;34
рамка;108;70
ступенька;7;4
аппаратный;6;4
встроить;7;8
карта;97;74
фантастический;16;12
скользкий;6;8
балл;60;270
возможно;533;1164
случайный;23;19
нажатие;3;12
боков;8;14
флагман;7;5
минимум;83;66
получить;609;734
простота;15;4
ненавязчивость;2;1
походить;8;12
прошлое;162;131
монстр;93;383
менять;293;645
стандартный;27;13
переходник;2;4
пригодиться;20;14
использоваться;54;42
нечего;115;161
значит;480;1002
урезание;2;2
битрейт;2;1
водостойкость;2;1
никуда;51;99
деться;119;323
экосистема;2;1
офигенный;191;44
клип;66;37
шедевр;41;15
сегодняшний;140;78
новостной;9;7
лента;234;242
спокойный;202;87
надеяться;351;327
тепло;125;146
весёлый;142;96
радостный;43;26
летний;73;258
постичь;24;5
удача;176;176
сдать;96;297
экзамен;85;277
оценка;129;232
остаток;93;123
обещать;111;209
книга;232;202
напряжение;13;5
новинка;16;3
низка;8;16
тщательный;16;3
уборка;38;34
тихий;62;133
убирать;74;53
освобождаться;18;10
бюджетный;18;31
ничуть;10;7
худой;84;197
убрать;55;77
ездить;128;162
собирать;271;427
прилично;12;7
участие;119;97
чистить;133;185
логичность;3;9
продуманность;2;1
конструкция;37;50
измениться;73;69
отношение;261;296
высвободиться;2;3
база;220;238
находить;428;1548
чиститься;16;2
надёжный;37;35
помощник;13;10
ковёр;12;24
угол;124;465
заворачивать;6;1
заматывать;2;1
пылесосить;7;1
самостоятельно;36;22
производить;59;90
полый;50;131
ковровый;4;9
ламинат;3;4
способный;184;196
дом;1310;2338
выполнять;67;72
экономить;22;19
беречь;40;35
труд;487;1426
домашний;77;50
управление;103;105
двухкомнатный;4;2
сложность;33;29
путаться;20;40
бак;238;483
мусор;28;54
подарок;201;228
робот;26;23
возникнуть;79;46
нажимать;8;21
клин;103;315
шум;42;130
самостоятельный;19;18
хозяйство;33;61
тихо;81;117
вычищать;3;1
напольный;2;1
покрытие;11;7
ценовый;6;4
хранение;89;245
чистка;48;201
конечный;101;137
собранный;24;15
достаточный;42;138
пылесборник;3;1
тщательность;2;1
выбирать;68;54
пылесос;16;7
казалось;49;43
противоположный;19;59
факт;293;741
некоторый;308;271
позволять;135;71
проехать;25;36
везде;77;110
пролезть;7;1
мыть;187;283
случай;439;515
открытый;136;143
планировка;3;3
площадь;98;96
переезжать;12;13
межкомнатный;2;1
порожек;2;1
застревать;6;3
недолго;13;15
трёшка;6;24
запросто;6;6
квадрат;30;50
двушка;8;1
претензия;18;11
роботить;3;1
фильтр;23;23
вместительный;2;1
отсечь;7;1
пыль;39;64
инструкция;15;10
изложить;36;13
ясно;125;116
понятно;121;180
уход;135;289
портить;59;274
предмет;99;140
эксплуатация;35;30
глючить;4;29
дыхание;29;14
экономия;20;8
электроэнергия;29;34
прочный;28;12
контейнер;9;6
побег;18;13
шоушенка;4;2
выдающийся;43;10
назнимаять;2;1
кинопоиск;5;3
шоушенк;4;2
опускаться;12;27
ценность;143;74
снять;217;479
смысл;333;387
совершенный;83;37
режиссёр;22;6
актёр;44;40
сценарий;31;32
безукоризненно;2;3
недолюбливать;4;2
верный;241;922
считать;417;591
идеальный;98;29
заслуживать;24;12
пересматривать;32;15
часть;478;549
миллион;146;176
непринуждённость;3;1
доброта;30;10
шутка;56;80
побояться;6;7
никто;414;737
обида;22;45
трилогия;6;2
настоящее;89;55
кино;218;269
роман;113;68
ильф;3;8
петров;34;21
стыдно;43;149
признаваться;31;19
ничто;1050;3185
захлестнуть;2;1
интерес;813;906
протяжение;83;45
просмотр;82;57
особенный;37;20
присущий;19;6
советский;316;219
послужить;5;8
незамысловатый;2;1
подать;33;44
сюжет;28;23
запоминаться;5;6
герой;136;56
поговорить;92;115
актёрский;12;3
чудесный;111;28
экранизация;3;5
сыгранный;3;1
грамотно;19;14
подобрать;17;15
чувствоваться;24;18
кожа;43;83
лезть;55;127
характер;180;311
окунуть;6;2
зритель;50;98
положение;124;214
ошибаться;17;26
приложить;24;19
персонаж;36;32
составить;77;63
особый;116;44
показать;225;193
мастерство;21;5
комбинатор;4;1
ловкий;18;44
авантюрист;2;1
остап;6;5
бендёр;2;1
точнее;50;43
арчил;2;1
гомиашвили;2;1
сыграть;52;33
пребывание;44;41
заставлять;51;82
невольно;8;13
радоваться;145;91
невероятный;38;6
потенциал;82;113
работыкак;2;1
показаться;57;36
сцена;79;217
удивлённый;19;2
умопомрачительный;5;1
сообразительность;5;1
догадливость;2;1
способность;132;188
воробьянин;2;1
пытаться;298;614
нечестный;6;9
корабль;54;16
звуковой;16;24
сопровождение;26;5
течение;126;119
увлечённо;2;1
наблюдать;78;243
сожаление;44;163
незаметный;7;14
монтаж;10;30
подводить;21;18
